Time	X position	Y position	
0.0	0.0	0.1	
0.01	0.135	0.18	
0.02	0.2694318904496805	0.2586845975748957	
0.03	0.4033022221025545	0.33606173845521814	
0.04	0.5366174324591422	0.41213922499256883	
0.05	0.669383847916627	0.4869247192175923	
0.060000000000000005	0.8016076858589806	0.5604257458248775	
0.07	0.933295056689424	0.6326496950872516	
0.08	1.0644519658070266	0.7036038257018424	
0.09	1.1950843155291853	0.773295267570205	
0.09999999999999999	1.3251979069616666	0.8417310245147237	
0.10999999999999999	1.4547984418178392	0.9089179769334299	
0.11999999999999998	1.5838915241886704	0.9748628843952969	
0.12999999999999998	1.7124826622650107	1.0395723881780057	
0.13999999999999999	1.840577270013639	1.103053013750106	
0.15	1.9681806688084964	1.165311173199431	
0.16	2.095298089018493	1.226353167609562	
0.17	2.2219346715532255	1.2861851893860758	
0.18000000000000002	2.348095469367904	1.3448133245342526	
0.19000000000000003	2.4737854489287514	1.402243554889862	
0.20000000000000004	2.599009491640097	1.45848176030459	
0.21000000000000005	2.723772395234348	1.5135337207876218	
0.22000000000000006	2.8480788751259953	1.5674051186048348	
0.23000000000000007	2.97193356573077	1.6201015403370176	
0.24000000000000007	3.0953410217510453	1.6716284788984734	
0.25000000000000006	3.218305719428532	1.721991335517326	
0.26000000000000006	3.3408320577653066	1.7711954216787968	
0.2700000000000001	3.4629243597141715	1.8192459610326839	
0.2800000000000001	3.5845868733393162	1.8661480912662238	
0.2900000000000001	3.7058237729482433	1.9119068659434828	
0.3000000000000001	3.8266391601958696	1.956527256312378	
0.3100000000000001	3.9470370651617195	2.000014153080396	
0.3200000000000001	4.067021447401081	2.0423723681600348	
0.3300000000000001	4.18659619697099	2.0836066363849546	
0.34000000000000014	4.3057651354318764	2.123721617197797	
0.35000000000000014	4.42453201682569	2.162721896310588	
0.36000000000000015	4.542900528631319	2.200611987338605	
0.37000000000000016	4.660874292698057	2.237396333408565	
0.38000000000000017	4.778456866157911	2.2730793087419463	
0.3900000000000002	4.895651742317473	2.3076652202142274	
0.4000000000000002	5.012462351530098	2.3411583088908023	
0.4100000000000002	5.128892062049098	2.373562751540288	
0.4200000000000002	5.244944180862654	2.404882662125922	
0.4300000000000002	5.360621954511122	2.4351220932757074	
0.4400000000000002	5.475928569887406	2.4642850377319427	
0.45000000000000023	5.590867155021057	2.4923754297807363	
0.46000000000000024	5.705440779846722	2.5193971466620875	
0.47000000000000025	5.819652456957593	2.5453540099610756	
0.48000000000000026	5.933505142344448	2.570249786980686	
0.49000000000000027	6.047001736120888	2.5940881920967613	
0.5000000000000002	6.160145083235372	2.6168728880955494	
0.5100000000000002	6.272937974170605	2.638607487494289	
0.5200000000000002	6.3853831456308425	2.6592955538452494	
0.5300000000000002	6.497483281217674	2.6789406030236207	
0.5400000000000003	6.609241012094804	2.6975461044996143	
0.5500000000000003	6.720658917642367	2.7151154825951234	
0.5600000000000003	6.831739526101275	2.73165211772526	
0.5700000000000003	6.942485315208112	2.747159347625068	
0.5800000000000003	7.052898712821038	2.761640468561681	
0.5900000000000003	7.162982097537202	2.7750987365321818	
0.6000000000000003	7.272737799302106	2.787537368447391	
0.6100000000000003	7.382168100011368	2.7989595433017938	
0.6200000000000003	7.491275234105338	2.8093684033297914	
0.6300000000000003	7.600061389156957	2.8187670551484483	
0.6400000000000003	7.708528706453304	2.8271585708868803	
0.6500000000000004	7.8166792815712	2.834545989302414	
0.6600000000000004	7.924515164947258	2.8409323168836282	
0.6700000000000004	8.032038362442762	2.846320528940368	
0.6800000000000004	8.139250835903708	2.8507135706808113	
0.6900000000000004	8.246154503716369	2.854114358275643	
0.7000000000000004	8.352751241358705	2.8565257799093797	
0.7100000000000004	8.459042881947925	2.857950696818877	
0.7200000000000004	8.565031216784513	2.8583919443190267	
0.7300000000000004	8.670717995893005	2.857852332815647	
0.7400000000000004	8.77610492855977	2.8563346488055514	
0.7500000000000004	8.881193683868077	2.853841655863771	
0.7600000000000005	8.985985891230683	2.850376095617888	
0.7700000000000005	9.090483140920162	2.8459406887094407	
0.7800000000000005	9.194686984597194	2.8405381357423316	
0.7900000000000005	9.298598935837035	2.8341711182181806	
0.8000000000000005	9.402220470654308	2.826842299458539	
0.8100000000000005	9.50555302802634	2.8185543255138876	
0.8200000000000005	9.608598010415154	2.8093098260593266	
0.8300000000000005	9.7113567842883	2.799111415276858	
0.8400000000000005	9.813830680638619	2.7879616927241653	
0.8500000000000005	9.916020995503068	2.775863244189781	
0.8600000000000005	10.017928990480724	2.7628186425345365	
0.8700000000000006	10.11955589325002	2.74883044851918	
0.8800000000000006	10.220902898085308	2.7339012116180523	
0.8900000000000006	10.32197116637281	2.718033470818706	
0.9000000000000006	10.422761827125992	2.7012297554073514	
0.9100000000000006	10.523275977500408	2.6834925857400225	
0.9200000000000006	10.62351468330802	2.6648244739993414	
0.9300000000000006	10.723478979531029	2.64522792493678	
0.9400000000000006	10.823169870835182	2.624705436600305	
0.9500000000000006	10.922588332082574	2.603259501047307	
0.9600000000000006	11.021735308843903	2.5808926050427123	
0.9700000000000006	11.120611717910142	2.5576072307421787	
0.9800000000000006	11.219218447803598	2.5334058563602917	
0.9900000000000007	11.317556359288288	2.5082909568236733	
1.0000000000000007	11.415626285879583	2.482265004408924	
1.0100000000000007	11.513429034353035	2.4553304693653306	
1.0200000000000007	11.610965385252321	2.4274898205222746	
1.0300000000000007	11.708236093396208	2.398745525881284	
1.0400000000000007	11.80524188838444	2.369100053192682	
1.0500000000000007	11.901983475102469	2.3385558705167897	
